timestamp,user,fullname,text,hashtags,id,url,retweets,favorites,replies
2015-01-30 21:45:03,USGAO,U.S. GAO,The #MCRMC report proposes changes for military #healthcare. We've testified on military health system reform: http://1.usa.gov/1tFILWz ,#MCRMC #healthcare,561278945346457600,/USGAO/status/561278945346457600,2,0,0
2015-01-30 21:30:10,USGAO,U.S. GAO,Tax refund fraud from ID theft cost the US billions in filing season 2013. Learn more for #taxIDtheft awareness week-http://blog.gao.gov/2014/09/24/identity-theft-tax-refund-fraud/ …,#taxIDtheft,561275199958810625,/USGAO/status/561275199958810625,4,2,0
2015-01-30 21:15:12,USGAO,U.S. GAO,#MCRMC report proposes changes for military #healthcare. We've identified ways to reduce military health care costs: http://1.usa.gov/1tGsMYj ,#MCRMC #healthcare,561271434392399872,/USGAO/status/561271434392399872,0,0,0
2015-01-30 19:00:05,USGAO,U.S. GAO,#POTUS budget to be issued next week. Find budget resources and tools here: http://blog.gao.gov/2014/02/28/navigating-the-complexities-of-the-federal-budget/ …pic.twitter.com/kvB3l3Porv,#POTUS,561237429861240833,/USGAO/status/561237429861240833,6,2,0
2015-01-30 17:48:23,USGAO,U.S. GAO,Defense Health Care: Additional Information Needed about Mental Health Provider Staffing Needs http://1.usa.gov/1KetPkP ,,561219389052420097,/USGAO/status/561219389052420097,0,0,0
2015-01-30 16:40:06,USGAO,U.S. GAO,What are the costs of protecting taxpayers from identity theft refund fraud? Find out for #taxidtheft awareness week: http://blog.gao.gov/2014/09/24/identity-theft-tax-refund-fraud/ …,#taxidtheft,561202202715619329,/USGAO/status/561202202715619329,8,2,0
2015-01-30 15:30:02,USGAO,U.S. GAO,#POTUS budget to be issued next week. Learn more about the fiscal outlook: http://gao.gov/fiscal_outlook/overview#t=0?utm_source=twitter&utm_medium=social&utm_campaign=gpi …pic.twitter.com/RYIm9xdfv9,#POTUS #t,561184570876657664,/USGAO/status/561184570876657664,1,1,0
2015-01-30 14:38:27,USGAO,U.S. GAO,Federal Workforce: OPM and Agencies Need to Strengthen Efforts to Identify and Close Mission-Critical Skills Gaps http://1.usa.gov/1CTkcre ,,561171589937770496,/USGAO/status/561171589937770496,4,0,0
2015-01-30 14:10:06,USGAO,U.S. GAO,Stronger pre/post-refund strategies can help IRS combat tax refund #fraud. Learn more for #taxidtheft awareness week: http://blog.gao.gov/2014/09/24/identity-theft-tax-refund-fraud/ …,#fraud #taxidtheft,561164454533267456,/USGAO/status/561164454533267456,1,1,0
2015-01-30 02:00:08,USGAO,U.S. GAO,#MCRMC releases #military compensation & retirement report. We’ve reported on potential cost savings in this area: http://www.gao.gov/duplication/action_tracker/Military_Personnel_Costs/action1?utm_source=twitter&utm_medium=social&utm_campaign=gpi …,#MCRMC #military,560980751580413952,/USGAO/status/560980751580413952,4,1,0
2015-01-30 00:30:07,USGAO,U.S. GAO,#POTUS budget will be issued next week. Find budget resources and tools here: http://blog.gao.gov/2014/02/28/navigating-the-complexities-of-the-federal-budget/ …pic.twitter.com/Sdt90hpgNJ,#POTUS,560958099595747330,/USGAO/status/560958099595747330,1,0,0
2015-01-29 23:30:06,USGAO,U.S. GAO,#Military compensation and retirement report released today. We’ve reported on military and civilian pay comparisons: http://www.gao.gov/products/GAO-10-561R?utm_source=twitter&utm_medium=social&utm_campaign=gpi …,#Military,560942994250297345,/USGAO/status/560942994250297345,3,1,1
2015-01-29 22:45:07,USGAO,U.S. GAO,"If you have a mortgage, it's likely securitized. Don't know what that means? Check out today's WatchBlog: http://blog.gao.gov/2015/01/29/understanding-the-housing-finance-system/ …",,560931673861545984,/USGAO/status/560931673861545984,5,4,0
2015-01-29 21:45:01,USGAO,U.S. GAO,"More than 1 million homes were in foreclosure by the end of 2013. Read more about housing finance, today's WatchBlog: http://blog.gao.gov/2015/01/29/understanding-the-housing-finance-system …",,560916549239054336,/USGAO/status/560916549239054336,0,0,0
2015-01-29 21:20:53,USGAO,U.S. GAO,@fgg23 Thank you for your inquiry. We don’t publish a calendar for when reports will be issued.,,560910477879152640,/USGAO/status/560910477879152640,0,0,1
2015-01-29 20:45:10,USGAO,U.S. GAO,#Military compensation & retirement report released today. We’ve reported on potential cost savings in this area: http://www.gao.gov/duplication/action_tracker/Military_Personnel_Costs/action1?utm_source=twitter&utm_medium=social&utm_campaign=gpi …,#Military,560901488994971648,/USGAO/status/560901488994971648,0,0,1
2015-01-29 20:15:12,USGAO,U.S. GAO,Weaknesses in 3rd party programs limit IRS’s ability to detect fraudulent tax ID theft refunds. #IDTheftChat http://www.gao.gov/products/GAO-14-633?utm_source=twitter&utm_medium=social&utm_campaign=gpi …,#IDTheftChat,560893946705223680,/USGAO/status/560893946705223680,5,1,2
2015-01-29 20:05:08,USGAO,U.S. GAO,IRS estimated there was about $30 billion in attempted tax ID theft refund fraud in filing season 2013. #IDTheftChat: http://blog.gao.gov/2014/09/24/identity-theft-tax-refund-fraud/ …,#IDTheftChat,560891413647601665,/USGAO/status/560891413647601665,2,2,0
2015-01-29 19:17:07,USGAO,U.S. GAO,#MCRMC releases #military compensation & retirement report. We’ve reported on military and civilian pay comparisons: http://www.gao.gov/products/GAO-10-561R?utm_source=twitter&utm_medium=social&utm_campaign=gpi …,#MCRMC #military,560879327781584896,/USGAO/status/560879327781584896,1,0,1
2015-01-29 18:53:09,USGAO,U.S. GAO,"Today's WatchBlog explains ""mortgage-backed securities"" and other aspects of housing finance: http://blog.gao.gov/2015/01/29/understanding-the-housing-finance-system/ …pic.twitter.com/bqq4bT6S9R",,560873296703799297,/USGAO/status/560873296703799297,0,1,0
2015-01-29 18:00:03,USGAO,U.S. GAO,It's #TaxIDtheft awareness week. Listen to our podcast to learn about the size of the problem- http://blog.gao.gov/2014/09/24/identity-theft-tax-refund-fraud/ …pic.twitter.com/hS9fVqoXqS,#TaxIDtheft,560859934993416193,/USGAO/status/560859934993416193,0,0,0
2015-01-29 17:58:27,USGAO,U.S. GAO,DOD Acquisitions: Opportunities May Exist to Increase Utility of Nondevelopmental Items Pilot Program http://1.usa.gov/1Esj93r ,,560859532185042944,/USGAO/status/560859532185042944,1,0,0
2015-01-29 17:58:25,USGAO,U.S. GAO,"Federal Construction Subcontracting: Insight into Subcontractor Selection Is Limited, but Agencies Use Oversight.. http://1.usa.gov/1Esj9R3 ",,560859522747875329,/USGAO/status/560859522747875329,2,0,0
2015-01-29 17:03:03,USGAO,U.S. GAO,First-time homebuyer? Refinancing your mortgage? Check out today's WatchBlog on the housing finance system: http://blog.gao.gov/2015/01/29/understanding-the-housing-finance-system/ …,,560845592512188416,/USGAO/status/560845592512188416,1,1,0
2015-01-29 16:07:04,USGAO,U.S. GAO,"Do you know what ""origination"" means? Securitization? Today's WatchBlog explains the housing finance system: http://blog.gao.gov/2015/01/29/understanding-the-housing-finance-system …",,560831500607029249,/USGAO/status/560831500607029249,9,2,0
